,"Tribe",,,,"Species","Tooth type","Max/mand","Index","Amplitudes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extant","Alcelaphini",,,,1,"UM2","max",2978,285.525513,180.8116,8.1392,20.62458,16.585039,43.757881,2.11589,24.79056,8.48233,7.59064,2.49165,13.52683,1.45878,9.98045,2.42522,4.23915,2.30085,6.04309,0.47906,4.53721,2.14238,6.66401,0.3012,5.52533,0.48662,2.45454,1.47602,0.82947,1.18131,2.58262,0.93174,1.35174,0.46374,0.54557,0.62268,0.68254,1.57224,0.41617,1.04404,0.83199,0.65938,0.58702,0.80838,0.64941,0.1153,0.74445,0.42815,0.19097,0.63175,0.35164,0.40156,0.32922,0.68176,0.34945,0.34407,0.29819,0.1752,0.22614,0.21137,0.18945
"Extant","Alcelaphini",,,,1,"UM2","max",2982,253.314407,161.723206,13.07628,10.76691,11.23292,41.80463,3.7309,15.84632,8.53906,7.43087,1.68558,7.21444,2.10995,6.73383,1.5857,4.41042,1.10771,4.81206,2.02948,1.76233,1.22768,5.35929,1.26474,4.20305,0.6428,2.77476,0.43521,1.70184,1.16117,0.78198,0.37015,1.39647,0.85165,1.05814,0.82863,0.69321,0.77705,0.85446,0.64108,0.75867,0.83728,0.08412,0.02121,1.05871,0.40078,0.20344,0.23107,0.33004,0.32992,0.17028,0.25435,0.38413,0.19214,0.09823,0.18473,0.32564,0.1123,0.09242,0.26612,0.2449
"Extant","Alcelaphini",,,,1,"UM2","max",2986,276.256287,203.386505,11.19102,14.5395,11.76253,52.388569,8.85514,16.76491,10.28105,13.53792,3.64206,11.71962,2.60059,7.86251,3.95616,3.86539,0.25852,8.78034,0.51739,3.49382,2.21776,3.70864,1.05679,3.6803,2.38237,3.39964,1.33948,1.29549,1.87692,1.47776,1.21737,3.86738,0.96008,1.87125,0.89834,1.4323,1.01061,0.92348,0.88545,0.66912,1.17028,0.65678,0.70553,0.74138,0.23594,0.63023,0.41446,0.97289,0.53772,0.63251,0.42685,0.33477,0.11232,0.37986,0.47551,0.15809,0.36117,0.14587,0.21338,0.44244
"Extant","Alcelaphini",,,,1,"UM2","max",2990,256.763702,177.509796,11.04798,11.066361,11.67962,49.847778,6.20658,19.71471,9.32211,6.7182,2.575,17.992491,0.77066,5.73213,1.95737,2.19584,1.47386,7.44061,1.32333,1.41253,1.45663,2.8837,0.72825,4.51106,1.9398,3.58495,0.27082,1.7968,1.87246,1.48975,1.40649,1.99093,0.59881,1.81182,1.1365,0.75223,0.43092,0.69924,0.27077,0.59569,0.75632,0.3832,0.56806,0.68212,0.27274,0.42658,0.19525,0.22266,0.03854,0.57437,0.30334,0.33404,0.07958,0.35599,0.41765,0.33415,0.36405,0.05961,0.27135,0.27498
"Extant","Alcelaphini",,,,1,"UM2","max",2996,284.249603,178.385193,14.83465,12.47243,15.73541,47.738171,3.28754,22.751829,10.14177,7.74416,2.10616,15.74606,2.29963,5.37452,2.55453,1.1856,1.77312,6.18524,0.1697,1.27154,1.35345,5.8687,0.35266,4.93827,0.9802,3.41422,0.65209,0.68592,1.25264,1.71017,0.30551,1.04802,0.95894,0.43647,0.95567,0.57033,0.24262,0.16502,0.69139,0.28755,0.64228,0.68427,0.586,0.78285,0.41615,0.37614,0.33458,0.51356,0.22282,0.25918,0.33144,0.23083,0.35813,0.19552,0.34834,0.27932,0.21553,0.16415,0.02447,0.22864
"Extant","Alcelaphini",,,,1,"UM2","max",3000,281.033386,160.089996,16.22867,10.83486,16.814859,49.15324,4.29861,15.58611,8.35834,7.39595,3.07815,10.74409,2.65091,6.4438,1.78113,1.19421,2.91079,6.59255,1.35039,1.09408,1.26562,3.86208,0.276,4.75572,0.73631,2.9766,0.33404,1.52148,1.23293,1.39243,0.35856,0.53554,0.57918,1.15232,0.84645,0.78364,0.57219,0.78837,0.67462,0.97653,0.62936,0.62136,0.27123,0.61197,0.23001,0.51967,0.64784,0.55393,0.01519,0.16109,0.19299,0.17805,0.31663,0.13661,0.13737,0.11251,0.25169,0.33835,0.33438,0.18244
"Extant","Alcelaphini",,,,1,"UM2","max",3004,268.075287,166.751007,14.35589,15.90936,11.97355,44.767448,4.39602,20.038759,8.44089,5.8892,1.55713,13.39591,1.42876,7.34229,1.4099,3.4691,2.19699,6.95151,1.37331,1.23145,1.66145,4.46465,0.55383,4.48424,1.27672,2.78246,0.48656,0.42713,1.74093,2.07561,0.74165,1.77419,0.62452,0.50935,0.83371,0.29258,0.50812,0.19532,0.62878,0.61126,1.1069,0.13939,0.13092,0.59484,0.27314,0.21654,0.26074,0.56675,0.16727,0.2617,0.1868,0.39323,0.30171,0.17621,0.1585,0.17756,0.24174,0.32455,0.09045,0.17309
"Extant","Alcelaphini",,,,1,"UM2","max",3008,265.378815,200.475205,9.5106,17.964029,14.86202,50.718861,6.26171,20.137051,9.47117,9.06767,4.50381,14.65138,3.17573,8.86605,5.65091,2.583,1.45079,8.90782,0.83157,2.17358,2.66603,3.92482,1.01897,6.2957,2.57287,3.64965,2.42948,1.65042,2.35275,2.85762,2.09396,2.61259,0.90056,1.18638,0.12126,0.10776,0.94211,0.51477,0.56288,1.29564,0.87858,0.60968,1.10839,0.715,0.70242,0.33343,0.79627,0.57706,0.78514,0.24861,0.62329,0.32419,0.22076,0.2381,0.626,0.16046,0.41318,0.49824,0.62599,0.25863
"Extant","Alcelaphini",,,,1,"UM2","max",3012,268.80481,174.914597,5.48162,19.0728,9.9239,45.016911,1.51082,24.56378,11.07648,6.60805,3.21345,16.652599,0.34528,6.0748,3.42434,5.26034,2.00149,7.12401,0.5797,3.66218,2.59653,4.61354,1.15538,4.84816,0.7043,1.48199,2.84924,0.82917,1.60045,3.12175,1.69843,1.62104,1.55303,1.64802,0.67805,0.31612,0.6401,0.26654,1.12512,0.58747,0.6086,0.91471,0.3984,0.36317,0.25236,1.20244,0.51393,0.1912,0.45033,0.46815,0.37116,0.34086,0.30699,0.14293,0.88586,0.24624,0.13235,0.33201,0.12421,0.22507
"Extant","Alcelaphini",,,,1,"UM2","max",3014,262.586792,187.365204,4.49182,27.74474,9.49034,42.73933,2.54905,21.253639,11.28452,6.1364,2.14037,12.783691,0.31531,9.81884,2.88678,5.05949,1.72364,7.02177,1.43605,4.71166,1.39304,6.12307,1.15047,4.927,0.78067,1.9787,2.48598,1.88776,1.61366,3.26666,0.44717,1.79141,0.20908,0.65847,0.58658,1.15066,1.20061,0.3747,1.328,0.51048,0.75477,0.93235,0.53323,0.37001,0.3767,0.48015,0.23464,0.36461,0.17601,0.20922,0.36808,0.31258,0.40503,0.33793,0.18682,0.13515,0.06252,0.42553,0.07647,0.05385
"Extant","Alcelaphini",,,,1,"UM2","max",4053,263.868988,145.603195,15.60868,5.96882,17.963249,41.415058,5.37579,21.846581,6.66041,8.12079,2.01465,4.55599,1.84185,9.86409,1.99519,5.99296,1.74512,4.7396,0.92631,2.78083,2.11078,4.23576,1.01921,0.87882,1.83345,3.05519,0.4164,3.22036,0.75705,0.42996,0.94604,0.2411,0.98943,1.25198,0.89019,0.29584,1.22272,0.34166,0.30558,0.81272,0.63093,0.43487,0.49855,0.25143,0.09888,0.92858,0.5125,0.22172,0.40599,0.15175,0.4164,0.43694,0.34617,0.14874,0.25388,0.21573,0.13567,0.39155,0.2293,0.23251
"Extant","Alcelaphini",,,,1,"UM2","max",4057,264.730896,181.816193,1.91943,13.57691,8.10866,45.52306,2.43814,19.822781,9.12911,1.82514,1.98069,16.58581,1.43337,3.82832,3.11377,5.40898,1.26878,6.29485,1.48423,2.04789,1.33572,3.01447,0.73447,4.60439,1.36299,2.69526,1.20467,1.25236,1.58451,2.22416,1.14131,1.84334,0.87756,1.68118,0.87447,0.88497,0.545,0.30284,0.80754,0.5727,0.92438,0.12396,0.84627,0.21453,0.47365,0.50254,0.24322,0.68013,0.20915,0.4114,0.17332,0.46943,0.28119,0.12098,0.42286,0.45977,0.32757,0.29157,0.36567,0.19106
"Extant","Alcelaphini",,,,1,"UM2","max",4061,279.603607,167.0728,7.07295,23.57935,13.52358,40.772331,1.80917,27.03459,8.9761,11.14494,2.94596,12.65846,0.49095,10.54754,3.79746,2.41453,1.59143,5.90852,1.44293,5.45502,2.90582,5.35672,0.70394,4.03314,1.31018,1.36326,2.17659,2.02586,0.89953,2.01037,0.9939,1.86831,1.25285,0.62189,0.8098,0.06293,1.21161,0.20876,0.78966,0.59184,0.02154,0.55041,0.70502,0.99024,0.40621,0.7578,0.08318,0.37104,0.41328,0.36352,0.22107,0.25213,0.27288,0.25275,0.24904,0.26477,0.10988,0.30778,0.26019,0.24454
"Extant","Alcelaphini",,,,1,"UM2","max",4065,266.212585,186.172806,14.20352,3.27473,12.40995,53.83289,4.99747,15.08984,13.88227,4.90088,1.28428,13.07648,3.92059,5.99225,0.56897,2.16453,2.26622,8.85249,2.09434,2.67364,0.98471,4.44002,0.8455,4.54191,1.69054,3.92425,0.73042,2.56651,1.96303,2.54567,1.01073,2.07907,0.26687,2.22114,0.7829,0.36021,1.06636,1.04226,0.2278,1.44668,0.56175,0.18472,0.81311,0.36873,0.08834,0.35479,0.50483,0.33913,0.61102,0.40741,0.47391,0.3742,0.50476,0.23026,0.31942,0.58171,0.11223,0.42009,0.45692,0.48273
"Extant","Alcelaphini",,,,1,"UM2","max",4069,256.98291,187.300797,9.18329,13.34739,17.30069,47.208481,4.27021,20.32728,14.51641,10.36602,1.11438,13.16917,1.31106,8.5282,2.45494,1.65152,2.09449,5.39694,2.53027,3.88355,1.69621,5.28838,0.89294,4.45264,1.2727,2.69665,1.94754,2.38362,1.49532,1.62562,0.92102,1.65154,0.87832,1.20829,0.41877,0.94588,1.6405,1.11927,0.69118,1.04303,1.32934,0.38353,0.42017,1.47947,0.62551,0.24737,0.24796,0.25995,0.93526,0.50955,0.23948,0.51555,0.84312,0.13095,0.32444,0.68222,0.19747,0.06689,0.37212,0.21958
"Extant","Alcelaphini",,,,1,"UM2","max",4073,264.838196,184.418594,11.499,10.25716,16.803261,46.013088,4.25439,17.22509,11.58474,11.87273,2.61671,8.36058,1.58595,7.70531,0.48704,5.20594,2.99517,6.81427,0.09855,2.42339,1.02895,5.90217,1.59401,2.08417,2.0469,2.3352,0.65371,3.10805,2.2524,1.21906,0.62035,2.16503,0.05617,0.73524,0.97532,0.78466,1.2688,0.94991,0.22842,0.8138,1.02382,0.21508,0.52678,1.41707,0.38491,0.35736,0.72337,0.10446,0.36369,0.29371,0.40457,0.18846,0.55022,0.18887,0.46486,0.31652,0.22928,0.34614,0.46106,0.23044
"Extant","Alcelaphini",,,,1,"UM2","max",4077,274.242004,179.763306,9.16581,10.67687,15.37756,42.5555,5.26645,20.80682,10.01051,11.67433,2.6763,10.88598,1.06664,8.13939,1.09726,4.21406,2.03534,7.01292,1.20952,0.86937,0.91566,5.89056,1.59555,3.80003,0.66159,2.4365,1.24968,1.66437,2.10695,2.00523,0.91327,2.26832,0.61308,0.5948,0.62068,0.10461,0.99312,0.5329,0.82393,0.13609,0.84419,0.40652,0.42715,0.5438,0.15299,0.24904,0.31469,0.39311,0.44593,0.29824,0.4219,0.45287,0.50156,0.04778,0.21557,0.22687,0.26216,0.09364,0.20631,0.21432
"Extant","Alcelaphini",,,,1,"UM2","max",4081,251.3983,187.248093,14.65782,6.47659,15.38621,53.302502,3.19597,16.836229,11.11537,9.73842,1.98916,15.03983,1.53601,5.80177,3.28748,2.59917,1.30316,6.7728,2.0293,3.34237,1.35647,2.75403,0.43385,3.11868,0.78973,4.4454,0.60999,1.10673,1.7982,2.44644,1.41571,2.28971,1.54105,1.37173,0.79488,1.20699,0.21696,0.53853,0.43183,1.22589,1.10774,1.46566,0.50899,0.56189,1.09502,0.58847,0.28288,0.76149,0.4137,0.4044,0.67725,0.72208,0.15264,0.34682,0.38009,0.45106,0.62331,0.44565,0.32639,0.15412
"Extant","Alcelaphini",,,,1,"UM2","max",4085,267.734894,180.824905,5.84002,26.43745,12.06421,44.427792,5.21188,20.403669,10.06478,12.35613,3.46447,12.56336,2.40076,10.681,2.05746,3.58792,1.6059,7.63841,1.54085,1.53052,2.76427,4.49368,0.45263,3.86744,1.65972,1.47842,2.48183,1.79176,1.9753,2.33083,1.03356,2.35012,1.10019,0.80152,0.81094,0.3697,1.03583,0.73519,0.71611,0.51742,0.61235,0.36496,0.41689,0.64865,0.04725,0.14737,0.04901,0.31716,0.54874,0.19867,0.84861,0.12417,0.65891,0.07013,0.47269,0.01385,0.11293,0.1326,0.3066,0.05365
"Extant","Alcelaphini",,,,1,"UM2","max",4089,282.896393,203.947693,5.50136,15.47842,15.18339,55.78894,3.52107,17.025129,10.53048,12.91857,3.15827,15.5005,2.90688,9.03307,4.6405,1.57878,1.11247,8.09314,0.37637,0.83275,0.75845,3.52391,0.42839,5.00942,1.18517,4.03746,0.93698,0.92999,2.18191,2.21491,1.4235,3.35881,1.28456,1.51792,0.21652,0.5985,0.13855,0.64444,0.5454,1.12139,1.00418,0.95193,0.90771,0.96235,0.94337,0.3941,0.26437,1.11375,0.27008,0.2851,0.48845,0.24825,0.22328,0.65125,0.11253,0.06248,0.44909,0.32522,0.33563,0.10883
"Extant","Alcelaphini",,,,2,"UM2","max",2811,315.725006,192.779205,12.78187,14.62555,20.790291,42.6022,2.91447,27.386101,8.55206,13.35771,2.99668,9.40144,1.2395,12.0171,2.29227,1.56781,3.71264,3.62305,0.37868,7.7404,3.32561,7.323,0.30172,3.58304,0.53125,2.38168,1.4776,3.22708,1.07208,0.99869,0.58463,0.74641,0.7578,1.55357,0.66222,0.11683,1.18568,0.3365,0.51066,1.31177,0.1877,0.20898,0.62747,0.79578,0.15555,0.27839,0.44206,0.30243,0.6458,0.31115,0.308,0.13036,0.26766,0.20991,0.52706,0.285,0.22948,0.07452,0.13403,0.22052
"Extant","Alcelaphini",,,,2,"UM2","max",2815,205.147598,138.571396,6.33935,12.96991,11.0078,38.11504,0.16355,16.358379,6.2346,8.48409,3.26984,8.83485,1.62163,6.44824,3.9628,3.01437,1.02642,4.40439,0.59359,3.176,2.11326,4.42574,1.12663,3.05161,0.92566,1.38001,1.53714,1.93679,1.67462,1.93014,0.66787,1.86111,0.69599,0.27416,0.27775,0.48825,0.56068,0.43341,0.6071,0.3943,1.07851,0.48245,0.19504,1.00576,0.22803,0.12157,0.14246,0.13297,0.1651,0.44906,0.22401,0.40771,0.53437,0.18105,0.23984,0.30506,0.17101,0.02616,0.17234,0.16864
"Extant","Alcelaphini",,,,2,"UM2","max",2819,330.043091,181.748993,22.978451,12.74115,25.06418,52.078362,4.55547,26.54566,3.56357,12.16909,4.3732,10.77154,1.43347,7.53532,2.65834,4.20582,1.84162,2.63148,1.60786,4.48795,1.93024,6.1281,1.79777,3.48768,0.83255,2.24526,1.48784,1.94332,0.61884,1.56572,0.8725,1.22514,0.15205,0.80858,0.31945,0.177,0.61274,0.36605,0.48265,0.5274,0.38161,0.15974,0.23303,0.47727,0.44694,0.28627,0.60042,0.43291,0.25735,0.28426,0.34645,0.21683,0.35413,0.12462,0.25888,0.25127,0.14224,0.28701,0.23223,0.08011
"Extant","Alcelaphini",,,,2,"UM2","max",2823,283.881195,222.289307,18.908199,3.17895,19.12965,55.969551,4.17707,13.57622,11.88641,17.274389,3.97639,10.41219,2.21078,8.95784,2.83999,0.72403,0.9459,7.60141,2.26454,2.8067,2.21033,4.72961,0.71054,4.28038,2.17865,2.06059,0.58051,1.20385,1.37091,1.21538,1.50756,2.36674,0.54964,0.3223,0.6241,1.10274,0.10663,1.36306,0.82178,1.37678,0.60033,0.5736,0.49165,1.90427,0.64112,0.74328,0.18603,0.77844,0.40233,0.74177,0.4815,0.61402,0.19334,0.54739,0.13058,0.11464,0.42839,0.40832,0.13361,0.61324
"Extant","Alcelaphini",,,,2,"UM2","max",2827,305.49881,175.033096,17.64566,10.60776,17.67444,45.089619,5.88608,19.92601,6.54268,14.2433,3.26411,10.49597,3.50327,6.31171,1.05774,3.16507,2.22741,2.08649,1.74898,2.29866,2.53866,4.09025,0.9868,2.57903,0.7208,0.73943,0.50011,2.53351,0.37159,1.27903,0.84125,0.89711,0.59311,0.46828,0.56511,0.31052,0.57182,0.35055,0.23564,0.79042,0.13239,0.50724,0.17639,0.36653,0.33058,0.33445,0.02032,0.34903,0.28008,0.0305,0.14024,0.23824,0.14764,0.37583,0.18495,0.11226,0.08146,0.12359,0.17978,0.33416
"Extant","Alcelaphini",,,,2,"UM2","max",2831,319.517792,199.854797,6.27788,20.71896,14.70914,51.533878,4.43297,19.599011,6.55649,9.90391,1.27898,12.97168,2.3182,9.52795,1.57583,5.64621,1.47407,6.21517,1.8638,3.05053,3.28683,5.76669,0.57006,5.0222,0.71162,3.05389,0.76513,1.83927,1.55795,1.32632,0.55292,3.15921,0.99762,0.7279,0.12717,0.33203,1.04966,0.78584,0.65574,0.2407,1.00365,0.70851,0.13734,0.64327,0.25001,0.42923,0.37834,0.18194,0.08364,0.18389,0.33548,0.1986,0.41336,0.32714,0.32604,0.27866,0.21751,0.36979,0.21101,0.13609
"Extant","Alcelaphini",,,,2,"UM2","max",2835,282.725189,215.544205,22.919621,5.74158,25.87138,62.80648,5.3342,18.795879,17.58465,14.63242,0.56502,13.81351,2.39722,8.2834,0.44371,1.82737,1.35299,6.99129,2.31303,4.94951,1.36141,5.50048,0.91274,5.86505,1.6008,3.56661,1.02584,1.33051,0.99175,2.58522,1.35901,1.9706,0.66213,1.03057,0.81112,1.08538,0.31705,1.4989,0.70527,0.42174,0.74068,0.8001,0.64276,1.63073,0.43185,0.87625,0.41752,0.88917,0.18974,0.86271,0.37668,0.23142,0.54328,0.3383,0.32145,0.53452,0.43768,0.41145,0.15923,0.53779
"Extant","Alcelaphini",,,,2,"UM2","max",2839,192.437805,147.067307,15.40317,8.49045,17.109779,42.55727,4.06997,6.67063,11.14905,14.09009,0.82308,2.96109,1.71933,6.25277,1.53963,0.4588,1.8911,4.51518,0.61995,0.80654,1.35142,2.48079,0.49033,2.2625,1.60393,2.25077,0.65141,0.89915,0.1774,1.28706,0.34749,1.29152,1.18092,1.11695,0.42828,0.19048,0.25991,0.73786,0.69151,0.46959,0.31005,0.69766,0.20137,0.40705,0.52407,0.34924,0.50406,0.86239,0.1071,0.10746,0.19814,0.22841,0.35657,0.51603,0.20652,0.42463,0.27561,0.28584,0.16552,0.16273
"Extant","Alcelaphini",,,,2,"UM2","max",2843,266.28891,198.146195,14.04074,10.07137,13.20014,64.60244,3.6503,9.08489,14.40343,19.326201,2.86512,6.90962,4.24977,7.81899,2.2563,0.58326,2.64281,6.46493,1.26171,0.94551,0.94682,3.00742,3.27434,2.28001,3.21529,2.92236,0.4223,1.46797,1.0719,1.96303,0.6011,2.07011,1.48253,1.43824,0.88938,1.70344,0.54505,0.56293,0.87475,0.39763,0.62879,0.99514,0.15439,0.43272,0.84204,0.31988,0.80379,1.05635,0.63859,0.89609,0.22969,0.44857,0.36907,0.58208,0.6457,0.84759,0.26711,0.77845,0.10275,0.46552
"Extant","Alcelaphini",,,,2,"UM2","max",2847,287.759613,197.949707,23.025061,4.86464,19.930441,54.357281,5.12443,24.532379,11.64114,14.21612,3.20952,9.44333,2.35374,12.13968,3.19235,2.32134,3.19258,6.63939,0.95449,4.92528,4.11291,6.66751,0.9843,3.22657,1.62783,2.407,1.79626,3.2643,1.16291,2.29173,0.65972,0.78408,0.83812,1.31643,0.44436,0.74923,0.97901,0.71163,0.55346,2.16949,0.24565,1.03628,0.44495,1.19095,0.2505,0.48936,0.14791,0.31745,0.83039,0.66301,0.24904,0.40348,0.51193,0.29445,0.24253,0.40601,0.17369,0.22643,0.40774,0.29511
"Extant","Alcelaphini",,,,2,"UM2","max",2851,319.613495,206.773804,12.66512,19.80393,17.93894,50.739868,5.19043,21.489771,8.42735,17.7038,4.0425,14.32851,1.17775,9.02459,1.36302,3.59815,2.20059,4.58601,1.99449,1.46442,2.48776,6.6036,0.60956,4.02128,1.05482,4.09398,1.08365,2.4213,1.789,0.73887,1.13114,3.32658,0.55193,1.50966,0.57391,0.59225,0.45042,0.35538,0.9519,0.58415,0.84398,0.7682,0.27774,0.62643,0.47371,0.72353,0.35684,0.19991,0.3042,0.41469,0.72228,0.43411,0.15319,0.45772,0.11493,0.35934,0.15854,0.2013,0.44583,0.33312
"Extant","Alcelaphini",,,,2,"UM2","max",2855,275.105499,236.067505,19.2652,15.10641,9.82663,63.317661,7.31591,9.20559,20.64118,24.83131,2.94254,3.43566,3.83405,9.07531,1.59741,1.43887,3.42957,5.78757,1.44984,2.00864,1.7469,2.95282,1.16531,1.31846,2.25929,1.59471,1.33996,0.54365,0.5371,1.8217,0.56591,1.70029,0.84457,0.49018,0.83448,1.59936,0.68443,1.16047,0.99236,0.53338,0.20008,1.33946,0.81403,0.30645,0.86763,0.28348,0.51139,0.927,0.05744,0.56303,0.41497,0.50308,0.46118,0.5892,0.31513,0.51737,0.25087,0.78274,0.19033,0.34765
