,"Tribe",,,,"Species","Tooth type","Max/mand","Index","Amplitudes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3060,217.190094,109.902901,33.08934,22.552521,25.608311,54.136009,3.13857,14.82617,5.31362,8.40463,2.31274,4.83554,1.23225,7.49666,1.01952,3.74484,1.35866,4.37021,0.36553,4.32277,0.98994,3.27728,1.61489,3.82102,1.29614,1.20248,1.15503,0.23363,0.92268,2.59178,0.42551,0.7614,0.88967,1.12588,0.37924,1.79175,0.22941,0.41478,0.54648,0.30844,0.58829,0.77937,0.17421,0.75468,0.48713,0.34162,0.2241,1.02504,0.17104,0.27842,0.38943,0.30445,0.29777,0.56512,0.23767,0.36761,0.24648,0.37547,0.29091,0.26479
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3064,228.483505,114.009102,25.6465,10.78796,20.262659,56.075142,5.09675,14.59516,6.47954,7.28532,1.38676,4.48343,1.3813,8.431171,1.14153,4.99662,1.05659,5.86298,0.54167,2.79511,0.856,2.8628,1.32445,3.63297,0.40688,0.8256,1.91433,0.74318,0.81409,2.84376,0.69315,0.63567,1.04377,0.71411,0.75299,1.71448,0.28085,0.67156,0.90581,0.24192,0.33101,1.00047,0.2884,1.04487,0.71882,0.1456,0.30553,0.55301,0.30032,0.47621,0.22468,0.60315,0.36874,0.20618,0.12979,0.34404,0.40791,0.38877,0.30779,0.20602
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3077,195.315903,100.783798,29.38953,21.694321,23.048941,55.983841,0.48963,7.93938,6.41096,11.63008,2.04414,2.78652,7.395,8.10577,0.93319,1.76045,0.72648,2.98681,1.42018,2.41445,1.93843,1.77785,1.9228,1.34161,1.82328,1.85434,0.57517,0.3035,1.46481,0.76249,0.24276,1.3976,0.83299,0.87671,0.57919,0.55915,0.40402,0.90073,0.16027,0.35056,0.43538,0.21603,0.49072,0.70028,0.43136,0.40764,0.30659,0.32608,0.27223,0.43367,0.42355,0.3093,0.0079,0.29386,0.07506,0.67855,0.29183,0.33575,0.11988,0.39361
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3080,169.5336,102.561798,21.39175,23.44627,20.061411,48.839748,5.52852,6.61601,10.35622,9.3819,6.14353,0.21935,4.08399,4.63866,2.11015,1.67685,1.9102,5.08898,2.08288,1.53589,0.70823,1.59396,0.92794,0.79751,2.0155,0.5848,1.21735,0.80894,0.62436,1.39625,1.09474,0.93291,0.67892,1.2725,0.15914,0.11138,0.50553,0.32884,0.36304,0.79933,0.13807,0.32849,0.06605,0.40454,0.26366,0.80544,0.14171,0.70773,0.29377,0.33124,0.23301,0.23009,0.11821,0.47927,0.14656,0.16192,0.25366,0.15997,0.24069,0.31536
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3083,199.282593,124.727699,43.595902,43.794411,29.304001,63.060349,7.02015,10.72624,8.12611,11.88427,9.41264,3.17485,5.41392,6.61815,0.38594,3.75946,4.02991,6.41403,1.47932,1.21095,0.74605,0.72437,1.56181,2.41268,2.39465,0.81799,2.22845,0.5032,0.84049,2.41239,0.75765,0.83619,1.33867,0.9004,0.69811,1.22305,0.54633,0.92364,1.32565,1.06003,0.28848,0.68304,0.69507,0.81082,0.61645,1.12964,0.28578,0.51578,0.31156,0.25934,0.30063,0.4606,0.09093,0.43755,0.29852,0.41922,0.73312,0.54463,0.25579,0.5805
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3087,219.617203,105.186096,28.91921,20.021351,22.090361,51.334961,1.44982,15.658341,5.01548,9.42972,1.78363,4.03919,2.65291,6.98923,2.13037,3.70123,0.19589,3.753,0.55748,4.26113,0.97657,2.61764,1.02408,2.2254,0.66439,1.34023,1.21516,0.70958,1.11243,1.62276,0.7618,1.4047,0.88818,1.51099,0.86714,1.17694,0.26916,1.00923,0.29103,0.348,0.30961,0.67661,0.3005,0.658,0.45347,0.44468,0.24058,0.87761,0.11569,0.33504,0.31422,0.31669,0.27861,0.53167,0.37487,0.46409,0.157,0.40956,0.20302,0.5676
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3099,179.635803,98.538361,24.70468,18.089279,22.87504,50.981331,4.80962,4.03284,8.51247,12.19754,1.75438,1.73776,5.40778,7.22057,1.62066,2.17196,0.67614,3.97293,2.28918,0.67918,1.41616,1.88924,1.84652,0.42604,1.55472,1.11238,0.45877,1.31955,1.6171,1.07742,0.58624,0.84284,0.52829,0.66042,0.42691,0.7129,0.55443,0.93637,0.24617,0.64151,0.14406,0.21367,0.51936,0.47946,0.52339,0.67865,0.10081,0.36103,0.1149,0.4274,0.14922,0.42878,0.08101,0.04432,0.1088,0.22402,0.14636,0.41407,0.03444,0.19348
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3104,179.852707,97.247032,20.590231,21.00527,19.885719,50.262249,3.73786,7.11167,8.13706,9.98226,3.59035,2.58965,5.96466,5.76958,0.45956,3.0656,1.71203,4.17831,0.65002,0.90828,2.25433,2.36361,0.67953,1.34574,1.6998,0.63069,0.69373,0.94349,1.34039,1.84424,0.93718,0.89861,0.53706,0.7747,0.7139,0.99225,0.28726,1.00099,0.32142,0.34046,0.31237,0.40057,0.12568,0.97548,0.15363,0.17995,0.3051,0.40597,0.22646,0.88628,0.07704,0.22432,0.23072,0.23019,0.07327,0.48636,0.14019,0.12915,0.11457,0.10365
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3108,193.736404,110.578499,33.003521,19.54718,22.085409,56.656151,2.57122,11.62026,8.41683,12.71245,1.90607,3.98989,4.90716,8.15642,2.71386,5.18393,0.75999,4.65997,0.95143,2.02132,0.67127,2.25775,2.62928,1.2163,1.48868,1.29372,0.5667,2.45531,1.92395,2.4424,0.5593,0.29986,0.42536,1.22738,0.3772,0.7228,0.63153,0.54055,0.40864,1.12871,0.23021,0.57256,0.48148,0.61535,0.5357,0.55939,0.23969,0.28,0.15156,0.45056,0.21138,0.54487,0.31773,0.16468,0.17814,0.42477,0.11666,0.30811,0.15458,0.29366
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",3112,207.971603,104.539398,23.83769,16.01804,20.67639,53.734009,1.84369,10.80095,6.09791,11.86826,1.6002,1.45,2.61168,7.39554,2.14512,3.32165,0.94124,2.54229,0.47731,3.49732,0.46398,2.02826,2.13379,0.17109,0.36171,2.55192,1.64904,1.22464,0.93614,1.56546,1.15018,1.31445,0.63051,1.56068,0.52888,0.45655,0.42646,1.31381,0.34289,0.33869,0.12686,0.45858,0.25697,0.53067,0.54555,0.87309,0.2421,0.27604,0.1575,0.52385,0.12435,0.27007,0.10719,0.18375,0.20521,0.4365,0.05499,0.45646,0.05347,0.22289
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4095,191.950394,119.236702,20.221781,14.44711,16.81723,52.517799,4.34005,7.83514,8.21579,13.69155,0.82388,0.60407,3.83644,7.07521,0.84391,2.39764,0.78501,3.59872,0.69629,2.47895,1.19942,2.77046,1.59063,1.7079,1.86187,1.11356,1.03439,0.65892,2.23869,2.17174,0.3174,0.35418,0.77052,1.42057,0.07368,1.38848,0.20815,0.65722,0.0772,0.27619,0.82022,1.01032,0.39765,0.4413,0.38511,0.53598,0.27147,0.65213,0.26471,0.52872,0.22387,0.142,0.21825,0.60206,0.11437,0.34832,0.11691,0.21032,0.01507,0.25447
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4099,172.821594,110.814301,6.76261,13.20638,4.05425,30.83629,7.86725,6.04976,10.66791,7.44933,3.65569,0.79966,4.96521,2.40997,2.4941,1.99538,1.7338,3.89113,0.91553,1.31862,0.83304,0.9543,0.41926,1.28125,0.44413,1.38907,0.85422,0.60903,0.31841,0.83875,0.18517,1.70765,0.64002,0.26754,0.63764,0.3709,0.34582,0.71906,0.6842,0.5354,0.27571,0.49554,0.24294,0.26806,0.13268,0.50226,0.19166,0.56487,0.04543,0.16452,0.2086,0.17207,0.10645,0.44333,0.11877,0.16967,0.14569,0.09652,0.14531,0.17307
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4103,182.045593,102.2285,15.11769,13.58443,19.60141,50.18684,4.35934,7.04005,6.78019,11.48676,2.04202,3.81168,5.10957,6.5561,1.2373,4.44423,0.74176,2.98869,0.25379,0.89238,2.29204,2.3826,0.79549,0.52674,1.52895,1.19379,0.85047,1.93913,1.60961,1.13783,0.59791,0.35746,0.43797,1.36819,0.5296,0.45969,0.63211,0.24323,0.19283,0.91349,0.35539,0.26489,0.40716,0.25781,0.36506,0.66903,0.07301,0.25393,0.2227,0.08613,0.7273,0.63772,0.04258,0.32106,0.02339,0.25481,0.18907,0.44934,0.08778,0.25499
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4107,213.541,105.192299,23.584101,13.84532,19.5597,52.845772,2.63843,11.43587,4.38702,10.73524,1.60849,1.18947,2.81815,7.56998,1.72666,4.5306,0.84233,3.6587,1.13511,3.39908,0.4906,2.53668,1.2274,1.58304,1.43051,1.66572,0.55553,0.74845,1.49656,1.80581,0.42621,1.22268,0.96103,1.53896,0.43164,1.50362,0.17101,0.77766,0.31301,0.57335,0.20492,0.68955,0.36361,0.24036,0.3374,0.53501,0.18997,0.50751,0.26087,0.50835,0.23083,0.33877,0.13606,0.51412,0.0948,0.14353,0.13071,0.1691,0.16922,0.17866
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4111,206.981293,108.295197,29.815981,25.582729,20.06596,52.378201,4.08643,10.05571,4.96737,10.49649,1.36271,0.71688,3.01698,7.04245,1.33094,2.75114,0.18893,3.72679,0.6277,3.46978,1.08096,2.65356,1.08794,2.26789,1.61749,0.99938,0.31134,0.60408,1.50675,2.17463,0.38179,0.8341,0.76438,1.35347,0.6179,1.70787,0.40569,0.26305,0.37622,0.53498,0.42459,1.01036,0.35157,0.3603,0.32814,0.18548,0.25276,0.95032,0.28197,0.36033,0.18336,0.13114,0.06085,0.48006,0.236,0.09812,0.12886,0.12246,0.15593,0.44333
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4115,221.457398,113.658997,30.1155,15.93368,22.046681,52.78904,0.99886,15.08557,6.79195,10.3853,2.59691,4.00592,2.91178,8.85167,1.32469,5.39383,1.218,4.30429,0.24142,4.02882,1.53536,2.21838,1.78974,2.23788,1.48108,1.52755,1.30981,1.4747,1.3951,2.11549,0.60539,1.213,1.06445,1.17769,0.76826,1.46823,0.56511,0.68388,0.30241,0.48046,0.26421,0.7155,0.22814,0.45922,0.59397,0.2401,0.30376,0.85555,0.15988,0.15882,0.36525,0.2462,0.39317,0.39981,0.17795,0.27341,0.18174,0.10643,0.17176,0.39595
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4119,187.390793,108.4692,14.95834,14.7305,20.72584,51.11956,6.52626,8.03779,5.7638,12.47766,0.91515,5.77104,4.79883,6.36909,2.57967,4.32634,1.2881,3.2889,0.91724,1.38216,1.20794,2.36078,1.19662,1.04379,1.45771,1.07815,0.28739,1.76941,1.93352,0.89748,0.57473,0.21368,0.95146,1.33956,0.32935,0.40873,0.8299,0.56092,0.21629,1.23306,0.0473,0.21655,0.19305,0.21349,0.01765,0.80103,0.36235,0.01416,0.09636,0.43564,0.28272,0.5328,0.11223,0.48063,0.15807,0.24723,0.22572,0.35425,0.10826,0.09195
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4123,179.598999,97.817741,19.270371,21.738421,14.80612,50.110169,3.78504,6.27961,9.6869,9.80787,5.27124,4.1422,8.05945,6.57098,0.97617,3.19157,2.28188,3.93702,0.95359,1.07452,3.47255,1.7,1.06762,0.78573,1.11003,0.24716,1.01645,1.1099,1.20665,1.42954,0.67155,0.63713,0.39768,0.9448,1.07594,1.19613,0.10268,0.3849,0.16837,0.6204,0.45904,0.79503,0.32569,0.70798,0.21915,0.37917,0.3202,0.45081,0.36072,0.64576,0.05716,0.22628,0.05058,0.29334,0.06417,0.5329,0.0884,0.14243,0.13544,0.19904
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4127,189.587708,102.040199,17.90444,17.61994,16.94487,52.995129,3.02096,8.12612,6.06406,9.23007,2.59876,5.22097,4.27114,3.99305,1.83142,4.32915,2.05126,4.42344,0.09747,0.64148,0.95648,2.59418,1.49552,1.31817,2.01357,0.32981,0.48803,1.6118,0.86451,1.37623,0.20707,0.75154,0.87137,1.31202,0.40072,0.6184,0.40687,0.72521,0.3125,0.7268,0.70238,0.43,0.23283,1.04256,0.15361,0.32959,0.36699,0.40139,0.23601,0.42474,0.19161,0.18477,0.19432,0.36256,0.21911,0.37806,0.20033,0.16363,0.06017,0.16197
"Extant","Alcelaphini","Alcelaphini",,,1,"LM1","mand",4131,227.085999,100.111298,32.52359,17.168921,21.994499,51.257961,2.07064,15.09927,3.22837,5.1083,1.59098,7.26022,2.18629,6.66039,1.29423,3.34318,0.81864,3.42721,0.5516,3.53749,0.95974,2.74979,0.84753,3.04761,0.97787,0.05382,1.13512,1.48677,0.96204,2.03603,0.49351,0.7009,0.85244,1.18232,0.472,1.55226,0.50595,0.74966,0.6414,0.3997,0.24175,0.9194,0.09132,0.31511,0.8439,0.2317,0.27846,0.44981,0.29848,0.39659,0.36643,0.14675,0.3226,0.24533,0.07461,0.47107,0.24755,0.32322,0.09701,0.12276
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2871,228.443695,124.120598,30.87207,36.313519,27.52453,60.395271,4.9927,8.4652,6.79906,14.39608,3.02619,6.65365,7.06228,5.47401,4.108,0.27839,0.95995,2.11108,1.86397,2.27258,2.92862,2.11125,0.54926,0.11777,0.3096,1.83526,1.05996,0.50786,1.2218,0.36442,0.45971,1.61793,0.92207,0.78138,0.65492,0.33627,0.2382,1.08936,0.69231,0.89116,0.85705,0.39531,0.35234,0.95266,0.42491,0.58913,0.54593,0.3258,0.56095,0.54695,0.1907,0.71447,0.315,0.40632,0.25164,0.34027,0.15503,0.52177,0.40516,0.37156
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2879,238.198807,121.718102,27.62915,22.49115,22.083521,63.179241,0.60389,12.08887,6.43827,13.8678,1.75905,3.14005,5.29323,7.79445,1.33447,2.51124,1.10432,2.8731,0.95652,4.06963,2.28922,1.56651,1.42172,0.95969,1.61972,2.08116,1.06857,0.54712,1.36632,1.22076,0.18557,1.64175,0.70048,1.06133,0.31038,0.44479,0.56323,1.15732,0.39626,0.68868,0.44448,0.38302,0.47836,0.92441,0.38917,0.61381,0.31614,0.60728,0.16491,0.59569,0.11952,0.34312,0.06343,0.25391,0.13922,0.69577,0.01152,0.47412,0.0397,0.2464
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2892,245.457504,123.689201,27.301531,20.62376,21.882059,64.909531,2.74431,12.08199,3.08014,15.30703,0.16252,2.69252,5.56017,6.62139,3.27519,2.81997,2.03913,1.30097,1.75014,5.34528,1.49842,2.49826,0.71974,1.11123,0.84706,2.467,1.16769,0.3132,2.11385,0.21144,0.43292,1.77391,1.0256,1.07057,0.20312,0.1583,0.96933,1.73026,0.48784,0.72651,0.28079,0.2212,0.51892,1.1531,0.42545,0.65927,0.26509,0.19828,0.11493,0.73972,0.27792,0.3559,0.21859,0.16306,0.20625,0.68837,0.1764,0.39062,0.10811,0.08177
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2896,240.926498,111.624603,44.798531,32.106289,26.673149,58.003922,4.09907,13.46256,2.62883,12.07571,1.84437,0.37774,4.46895,6.81489,3.80056,3.29359,0.18473,3.41696,1.32159,3.73931,1.70409,3.57476,0.76534,1.25393,0.74962,1.92953,0.45285,1.33345,1.15533,1.13668,0.68168,1.0842,0.60055,1.28821,0.35236,1.00605,0.46342,0.65109,0.31055,1.20882,0.31202,0.09367,0.09126,0.39001,0.30766,0.98854,0.40113,0.47602,0.18869,0.51107,0.17757,0.80204,0.27608,0.04411,0.26274,0.1566,0.14995,0.6725,0.34005,0.35772
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2904,253.643097,129.064301,32.585972,19.86104,22.104919,68.138992,2.95436,13.80071,5.34778,14.18923,0.43314,2.38835,4.97789,6.95478,2.52019,4.10889,1.69611,4.5715,0.28453,3.0385,1.32589,2.81396,0.85189,2.18976,2.04791,1.57326,0.9507,0.84201,1.76118,2.4481,0.46131,0.55821,1.03879,1.06525,0.2809,1.34764,0.11596,0.44697,0.46306,0.79219,0.44151,1.29428,0.20192,0.19815,0.41417,0.42325,0.14148,0.97971,0.17003,0.29772,0.41154,0.1614,0.27844,0.64328,0.02747,0.31854,0.28076,0.22034,0.15412,0.39682
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2908,254.546799,123.697098,37.982399,24.671591,24.569269,66.165871,7.13784,14.39584,1.67262,12.79939,0.99255,4.65637,3.55531,6.64276,2.64318,7.15464,2.89228,4.06962,0.2914,3.80305,0.33931,4.37164,3.01057,1.42327,1.12643,0.89206,1.28616,2.61592,1.22024,1.34572,0.44251,1.10237,0.97745,2.03932,0.42489,0.70609,0.27457,0.15007,0.78699,1.48797,0.48255,0.62723,0.38963,0.29606,0.19634,0.85441,0.63754,0.4215,0.19729,0.25233,0.30342,0.36107,0.52269,0.33527,0.27674,0.36091,0.33618,0.46609,0.27443,0.22142
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2913,257.104004,132.742004,34.154839,22.58905,22.20499,70.370163,1.694,13.95552,5.1836,14.919,0.23226,0.30586,4.04972,6.68611,2.03549,5.64922,2.01476,4.74514,0.8062,4.078,0.52986,3.4261,1.49776,2.84428,2.17284,1.1656,0.82374,1.56945,1.52973,2.30532,0.51367,0.6715,1.13806,1.55591,0.07225,1.6891,0.36683,0.52725,0.42047,0.89538,0.49974,1.14543,0.25679,0.82685,0.29112,0.60672,0.31697,0.88551,0.14458,0.6548,0.49007,0.19817,0.30563,0.48569,0.06512,0.53095,0.13346,0.06531,0.2582,0.4217
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2923,225.043701,131.696198,27.85984,27.19031,26.82465,68.70401,4.44914,5.72025,5.80775,17.768869,4.09697,5.18829,8.129,6.06931,3.03818,3.33766,2.72081,2.10803,1.77159,2.11126,2.32812,3.14422,1.06635,0.71627,1.75193,1.78092,1.12813,1.95493,2.27527,1.07005,0.82409,0.60386,0.96887,1.27603,0.68342,0.73924,0.93773,0.56808,0.30519,1.45917,0.78867,0.54865,0.59869,0.05056,0.20037,1.05516,0.55776,0.48679,0.38617,0.23084,0.18826,0.64277,0.16061,0.51206,0.42319,0.45269,0.17265,0.48041,0.05729,0.2638
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2927,254.344605,135.233994,27.832501,22.28186,24.3909,71.121742,5.01236,10.57201,5.21084,17.073561,1.52096,4.22911,5.06603,7.33418,2.32484,5.26708,3.08071,3.87579,1.0133,4.07967,0.6616,4.49381,1.93271,0.86799,1.66877,1.3953,0.71085,2.08137,2.16404,1.28808,0.66205,1.25637,0.804,2.0312,0.34046,0.35547,0.59144,0.69299,0.61594,1.48941,0.35369,0.32848,0.60863,0.2671,0.42509,1.07736,0.23689,0.13438,0.3921,0.17524,0.09481,0.6188,0.33625,0.4959,0.07381,0.42189,0.30023,0.65259,0.40272,0.54085
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",2931,206.948898,120.694099,31.905371,26.93235,20.668961,62.617031,6.1791,7.08159,9.79776,13.45555,4.47174,2.38524,7.17093,6.97558,3.15622,2.60018,0.92506,4.10959,1.65507,1.38505,2.24437,1.44995,1.13491,1.85277,1.4445,0.92898,0.31941,0.75274,0.25043,2.04182,1.12609,0.53148,0.71012,0.36293,0.65298,1.65484,0.74527,0.61453,0.7178,0.13913,0.36657,1.20769,0.19633,0.60221,0.30811,0.22822,0.33081,0.81753,0.07287,0.76362,0.36244,0.32721,0.3305,0.58056,0.11436,0.39711,0.15309,0.24846,0.12715,0.27953
"Extant","Alcelaphini","Alcelaphini",,,2,"LM1","mand",4148,240.263306,135.502502,29.050079,22.68107,25.605009,69.193871,2.56359,8.93525,7.45285,17.971041,1.34549,4.81597,7.12167,9.02418,3.33256,1.99897,1.62998,3.67796,1.3533,3.0358,2.60945,2.2744,1.70238,2.01163,1.07742,2.18647,0.34431,1.412,2.06801,0.93161,1.08197,1.54432,1.0383,0.54467,0.44035,0.53181,1.27371,0.99301,0.46652,0.65759,0.33161,0.97714,0.42309,0.5052,0.37996,0.69478,0.34331,0.52853,0.61442,0.34037,0.23191,0.28365,0.31995,0.6164,0.28406,0.42423,0.14398,0.44113,0.22287,0.56194
