,"Tribe",,,,"Species","Tooth type","Max/mand","Index","Amplitudes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",2977,259.580902,156.210907,9.244721,30.10783,13.23464,30.24324,8.75984,9.7517,3.39461,11.47283,2.27714,4.05441,0.98674,5.51458,2.6708,7.42202,2.76896,2.36601,0.20851,2.56124,2.12867,4.19584,0.4202,3.50649,2.53381,0.59185,1.49233,1.56781,1.08385,1.22739,0.77667,1.15541,0.31439,1.00769,1.1416,1.6513,0.54318,1.47032,0.49546,0.54794,0.35191,0.45063,0.42309,0.32834,0.56161,0.11782,0.4555,0.17999,0.22163,0.58443,0.50419,0.15797,0.77446,0.23437,0.04599,0.29201,0.36571,0.2197,0.1717,0.17192
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",2981,244.482803,132.989502,11.13902,20.80164,12.82745,25.865089,7.30233,12.13432,2.70774,10.49494,4.08409,3.10429,0.91752,6.16964,2.51528,5.40099,1.19487,1.75622,2.12852,0.41261,1.0449,3.16419,1.28556,0.71976,1.21859,1.45434,0.4511,0.94571,1.06291,0.43865,0.62069,1.84407,0.60795,1.41027,0.85056,0.83992,0.31535,0.73902,0.79187,0.25061,0.09104,0.41271,0.32142,1.2154,0.121,0.44411,0.15658,0.29374,0.27619,0.4572,0.12164,0.30109,0.25943,0.43109,0.25187,0.49999,0.2431,0.48821,0.22954,0.12338
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",2985,273.212494,180.951996,17.488461,25.023979,16.007139,41.350102,7.53751,11.89803,8.10496,14.46773,3.07154,6.1972,0.61524,6.79735,0.83785,7.72508,3.37457,4.17685,1.39331,3.69126,1.55038,4.87914,2.30786,4.47911,2.18529,1.68068,1.40004,1.75977,1.82494,2.33248,0.57809,1.0836,1.31935,1.31468,0.74769,1.54305,1.04266,0.55316,1.13578,0.09079,0.58145,0.7037,0.05355,0.47488,0.32921,0.61917,0.85265,0.60029,0.41877,0.37774,0.24007,0.08127,0.69403,0.2193,0.05906,0.23824,0.26018,0.33072,0.33053,0.24024
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",2989,266.035706,143.167496,27.97958,43.577438,6.64009,10.57139,12.68672,27.959539,4.70474,14.6017,6.63255,10.64879,3.07523,12.51428,1.126,8.61763,3.16838,8.12877,1.96678,2.31993,1.4651,0.59719,0.95966,0.97297,0.89162,5.09252,0.34495,3.57683,0.5893,0.88238,2.09702,0.68584,0.24544,1.35197,0.92744,1.24977,0.52113,0.43748,0.55,0.45171,0.89876,0.37728,0.27557,0.67534,0.94399,0.40562,0.38999,0.55433,0.22641,1.02704,0.56899,0.44054,0.61812,0.23078,0.28936,0.81671,0.32593,0.43751,0.33205,0.27923
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",2995,248.845596,133.667694,10.0213,31.64777,9.071261,30.661909,7.64469,7.87644,3.04425,5.67381,0.72549,5.27255,1.87961,3.36183,1.17977,6.55779,2.47782,1.74461,0.27084,3.71823,2.8882,2.49647,1.45911,1.71709,0.89456,1.75102,1.06163,1.75555,0.7141,1.07403,0.4548,1.58463,1.07801,0.28032,0.86333,0.18015,0.25584,1.04921,0.71229,0.61852,0.21109,0.63363,0.71815,0.73519,0.51432,0.43574,0.22851,0.57464,0.49295,0.34349,0.0898,0.37994,0.40873,0.27505,0.33186,0.10214,0.07861,0.07815,0.14204,0.23532
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",2999,251.401993,150.084396,9.5312,17.621981,6.71269,32.21611,7.29421,11.55075,6.58495,6.20143,1.52517,4.95745,2.95846,5.10286,1.92767,5.90513,2.79241,3.46499,2.60326,1.33446,2.05326,4.64149,1.57956,1.95948,1.26107,1.4066,1.28557,2.08666,1.17988,1.06277,0.41328,1.42139,0.52785,0.68878,0.15966,0.76792,0.21874,0.47523,0.65532,0.2126,0.26897,0.25012,0.42633,0.06843,0.43501,0.20502,0.38275,0.33799,0.27511,0.1295,0.17494,0.3631,0.20213,0.21244,0.1802,0.19785,0.17731,0.14023,0.1085,0.10709
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",3003,249.752899,127.932503,8.81167,23.572479,12.05153,32.13562,7.64225,8.55328,1.92324,6.903,3.05218,5.19078,0.37697,4.57195,1.26868,6.51929,0.85046,2.70772,0.78445,3.92217,1.9055,3.17579,0.43885,1.14679,1.22508,1.5187,0.51154,1.4703,0.25999,0.15779,0.65128,1.22791,0.25014,0.20489,0.36654,0.48418,0.48193,0.70248,0.22757,0.09921,0.82359,0.49928,0.30084,0.32892,0.61985,0.45191,0.36939,0.40492,0.06309,0.32479,0.30854,0.10748,0.12237,0.08822,0.20873,0.24927,0.36412,0.35258,0.11221,0.48576
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",3007,302.27359,191.976196,18.183769,34.023129,19.359489,40.854351,10.08203,24.51261,6.95423,8.86899,4.3715,16.00942,4.09557,7.75143,5.3386,1.59242,3.67732,7.58175,2.06482,2.9505,4.9417,4.7997,1.41438,6.06416,2.90764,2.97623,2.46034,0.07969,1.49262,2.46023,2.69763,1.86374,0.40278,1.59633,0.76583,0.7349,0.73559,1.40163,0.93691,0.14201,1.43336,0.68999,0.30184,1.44866,0.18731,0.51153,0.69504,0.5952,0.74043,0.45226,0.64356,0.44073,0.61115,0.47632,0.17473,0.14828,0.59718,0.40884,0.23795,0.55659
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",3011,249.090698,137.303497,31.36573,56.065399,34.15049,40.555531,14.870071,24.746121,8.29395,6.53035,1.96609,16.341181,2.27193,13.05808,1.90146,10.52859,0.72181,5.66031,1.495,4.99983,1.63903,1.82873,1.85766,5.71833,0.63283,1.2115,1.21985,0.78952,0.4896,2.36692,1.64086,1.05256,0.91465,0.61834,0.63268,0.60006,1.49748,2.06576,0.7056,1.11893,0.35903,1.13811,0.78985,0.35124,0.69477,0.79633,0.57002,0.75078,0.62198,0.80371,0.36672,0.49199,0.47015,0.1688,0.23138,0.33125,0.38466,0.30495,0.39552,0.13758
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",3013,272.214111,172.667007,6.08701,29.752939,10.1518,33.101109,5.57615,12.35275,7.17907,7.09996,1.49494,3.78158,1.30276,8.72329,1.57758,6.95453,2.97949,3.78122,0.99415,2.14666,1.68153,7.11294,0.53778,2.87727,1.05378,1.56114,1.36085,3.10684,1.5515,0.2984,0.95688,1.86972,0.86852,1.56219,0.21173,1.5414,1.45006,0.80798,1.16362,0.75292,0.18728,0.89916,0.48213,0.3183,0.20379,0.07829,0.30732,0.24813,0.45115,0.48611,0.29715,0.14581,0.36658,0.16262,0.18816,0.0799,0.21751,0.16485,0.09877,0.1273
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4052,211.334396,128.809296,16.989269,16.074051,13.1432,29.012671,9.225761,7.53593,0.31686,9.26452,1.84951,4.89825,2.8947,1.66536,2.60567,7.09573,0.08589,2.61234,0.78008,2.99614,1.77278,1.87331,1.50807,1.06739,0.93846,1.29941,1.82089,0.5362,0.65466,1.31221,1.21619,0.47092,0.77443,0.46948,0.77002,0.28484,0.98465,0.67569,0.35196,0.91338,0.73984,0.23988,0.27715,0.34197,0.53047,0.31349,0.60656,0.07702,0.3819,0.24795,0.3537,0.197,0.19465,0.34928,0.28947,0.10202,0.29695,0.38325,0.14722,0.1774
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4056,262.120911,161.418198,17.28108,12.46825,14.79378,41.823841,5.90824,16.265539,8.64592,8.81877,1.71487,8.80366,2.64782,7.85412,1.0876,4.99506,2.42788,4.87992,1.92461,1.0642,1.78659,5.54797,1.22787,3.63091,1.12533,2.72722,0.49164,1.66278,1.22948,1.11479,0.23716,1.72379,0.56619,0.89233,0.7421,0.66104,0.58567,0.7244,0.8739,0.42714,0.46046,0.30755,0.36282,0.5555,0.71034,0.44218,0.10652,0.44818,0.11904,0.23856,0.37306,0.15683,0.23643,0.33672,0.32508,0.03429,0.24323,0.42605,0.15237,0.2017
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4060,256.433197,147.0607,10.97999,21.16415,12.65448,32.702911,8.70681,11.9623,2.67457,8.62796,3.53469,7.04663,1.08497,4.41302,2.03773,6.06443,0.68172,3.5468,0.71399,3.03089,0.65048,4.179,0.45382,2.58076,1.94608,1.31131,0.01628,2.13001,1.46477,0.91998,0.42235,0.7918,0.72734,0.18138,0.81022,0.22071,0.37849,0.49876,0.59817,0.80981,0.44719,0.95808,0.23328,0.43849,0.25234,0.03527,0.30176,0.2635,0.26466,0.27005,0.42682,0.39398,0.16033,0.1811,0.24379,0.20541,0.2791,0.03027,0.20671,0.13248
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4064,267.613495,165.317398,12.4503,24.61442,10.22587,33.851589,8.22279,6.93906,5.32574,8.04858,4.53447,3.44823,2.44756,5.73321,1.86712,3.56489,3.40562,5.99688,0.66416,0.94652,1.6789,3.04575,0.84237,1.69923,1.66605,1.3447,1.03548,0.97162,0.33008,0.8973,1.26131,1.85654,0.2663,0.68759,0.81135,0.28467,0.44622,0.90453,0.24894,0.19751,0.34063,0.29659,0.27385,0.34464,0.57102,0.2938,0.24836,0.19792,0.1931,0.26299,0.21913,0.24246,0.14836,0.36087,0.26804,0.24929,0.24665,0.25059,0.0924,0.18823
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4068,275.546906,169.786301,14.52408,29.15362,15.88746,31.276621,8.95699,16.900921,3.85367,11.7846,3.58166,7.63969,2.09169,8.34302,3.3905,3.36323,3.01487,5.37927,1.01518,2.73399,2.78557,6.44476,1.18957,2.73781,2.15301,1.79868,1.34117,1.77052,1.1033,0.41269,1.77983,0.86118,0.84214,1.35041,0.70295,1.61718,0.3151,0.57278,0.74803,0.38504,0.70076,0.67622,0.40545,0.48038,0.42237,0.42647,0.42811,0.33228,0.21008,0.21017,0.86664,0.34068,0.26836,0.52066,0.24781,0.24058,0.42377,0.10563,0.1289,0.23369
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4072,254.763107,157.268707,11.25851,19.22216,11.99394,27.490391,9.14362,8.6192,2.80474,6.83844,3.12627,5.74097,0.99369,4.60039,2.42408,6.3695,0.35524,3.63074,0.07615,2.72655,0.62748,2.99918,0.39051,0.71865,1.21685,0.86713,1.03008,2.75041,1.36212,1.01803,0.9437,0.59194,0.44078,0.98246,1.57351,0.54868,0.35495,0.6703,0.38435,0.67564,0.73585,0.80452,0.32394,0.61995,0.69312,0.80087,0.24017,0.63509,0.06362,0.39568,0.28103,0.23193,0.1596,0.36818,0.26427,0.23955,0.23583,0.3321,0.10645,0.54409
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4076,249.934906,157.7258,10.59471,15.84646,14.48963,35.580841,8.31399,6.44913,3.50482,9.860601,0.21968,4.9124,0.984,1.40632,1.38033,6.44503,0.44226,1.97725,0.69137,4.87404,1.26654,1.73046,0.67315,2.41938,1.43151,1.5768,0.34861,1.01363,0.84994,2.19758,0.49252,0.24176,1.28415,0.37652,0.62968,0.43039,0.40129,0.84244,0.42426,1.06954,0.62751,0.61755,0.30109,0.63037,0.26085,0.34767,0.40989,0.19263,0.43276,0.15016,0.38905,0.40061,0.19986,0.19281,0.22414,0.27087,0.48097,0.24553,0.04617,0.17059
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4080,290.375885,184.5849,18.46089,23.01457,21.8531,38.753571,10.50799,17.834881,8.30346,10.08926,5.3205,11.8786,2.71517,8.33267,3.73244,1.59205,3.35634,8.4056,0.41949,2.1597,3.08993,5.38361,2.32371,3.89156,2.41852,1.58953,0.89468,0.71446,1.31047,1.61669,1.91118,1.65109,0.49574,0.76826,0.39628,0.7534,0.73466,1.32925,0.69346,0.59866,0.50687,0.30597,0.71207,0.7391,0.45822,0.16213,0.51437,0.3433,0.27826,0.49558,0.231,0.25481,0.48545,0.26904,0.17799,0.04891,0.19158,0.24229,0.0374,0.19524
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4084,276.058289,166.8284,17.711769,23.57128,21.388359,44.58226,9.84157,13.90159,5.78136,12.57013,4.11087,10.21573,2.25837,5.82869,4.05381,3.81484,2.47155,6.90746,0.86018,2.38665,3.02479,5.36335,0.95796,3.52311,3.01342,3.36575,0.77912,0.47464,1.26357,0.81743,1.3394,2.07032,0.42422,0.61735,0.62442,0.41936,0.3142,0.94539,0.2442,0.52202,0.5667,0.2586,0.45713,0.58003,0.406,0.77408,0.20402,0.27692,0.46517,0.49402,0.18052,0.21118,0.01543,0.29098,0.29984,0.27138,0.08539,0.19207,0.2305,0.18191
"Extant","Alcelaphini","Alcelaphini",,,1,"UM3","max",4088,292.901001,191.077896,16.79439,39.360939,14.46249,40.075588,5.46049,13.81696,6.06006,16.233509,4.14256,9.91932,1.89222,7.16083,2.4985,5.25248,4.88341,5.04741,0.33382,2.07964,2.99907,6.41296,2.12092,3.90893,1.44347,2.61584,2.71692,2.00811,1.54414,1.67766,1.12171,1.16784,0.88736,1.0397,0.38401,0.81868,0.53878,0.67199,1.45348,0.7402,0.60236,0.54847,0.47746,0.47108,0.88353,0.67523,0.7525,0.17074,0.56488,0.34995,0.24211,0.39023,0.19992,0.11379,0.58335,0.65147,0.26852,0.28894,0.20038,0.42094
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2810,296.147186,162.685806,12.3996,13.96685,25.077101,37.26479,8.45562,13.58613,2.98677,13.49264,4.03574,4.15073,1.05371,9.12754,1.43288,4.83531,1.9087,4.90504,1.37319,3.22938,0.88299,5.25829,1.34525,1.77239,0.69255,0.26573,0.9343,2.12047,0.82417,0.92421,0.61501,0.58854,0.41026,1.13752,0.59071,0.14208,0.79017,0.83009,0.44245,0.4162,0.86349,0.69143,0.12652,0.32314,0.50181,0.17008,0.17464,0.26606,0.14803,0.32277,0.29565,0.16807,0.18176,0.18081,0.16495,0.08678,0.16374,0.42714,0.25561,0.09105
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2814,339.434906,212.673706,13.60549,21.48398,23.51856,59.954868,9.84668,19.274611,10.39827,9.28245,2.55293,17.302651,5.86627,7.19955,3.13169,2.63879,3.38613,10.00871,3.34024,2.12546,0.86198,5.66228,1.97791,5.72864,1.17131,4.45553,2.20539,0.5138,2.59206,2.34395,1.41027,2.96445,0.68322,2.51145,0.51876,1.76109,0.44735,0.17929,0.43728,0.71084,1.48701,0.41632,0.82654,0.55016,0.69537,0.67455,0.38591,0.4822,0.66935,0.50902,0.48012,0.44492,0.17938,0.47042,0.53549,0.02114,0.52921,0.13868,0.51746,0.41449
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2818,265.846985,148.557999,23.877791,24.05263,16.9624,38.12587,11.95632,24.80405,5.42883,6.62748,6.35742,17.13092,4.50244,4.71143,5.77526,4.18662,1.60962,4.69365,3.98614,1.84735,1.41901,3.66176,0.91863,4.39448,1.52579,5.92997,1.73373,2.57439,1.07263,1.91405,1.66173,0.95776,0.18795,1.15703,0.92006,0.3968,1.33296,1.02916,0.54393,0.88594,1.21374,1.01159,0.17832,1.34518,0.35539,0.65067,0.33131,0.33433,0.58338,0.07993,0.31852,0.4242,0.49456,0.40839,0.31316,0.27507,0.2274,0.08844,0.12626,0.19661
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2822,302.896912,208.748993,17.34893,15.88824,17.94025,46.469372,9.58868,11.35269,6.75531,13.98315,1.85071,9.16401,1.36583,6.8687,0.7474,5.23218,2.86424,5.13283,0.73894,2.59405,2.03062,6.75737,2.56958,3.78394,0.29172,2.27028,0.9902,2.10963,1.54684,1.91654,0.43586,1.57143,1.44944,0.42238,0.81757,0.76308,0.2941,0.22574,0.8878,0.90482,0.09831,1.16187,0.48356,0.82507,0.70036,0.77217,0.30567,0.4176,0.5047,0.22707,0.31842,0.26939,0.54244,0.45831,0.55304,0.20716,0.10765,0.31731,0.42146,0.41881
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2826,273.578613,136.696304,13.84322,17.658211,17.60397,40.586048,8.5426,15.24086,3.95765,15.4247,0.45621,6.86218,1.73924,3.44496,1.17698,7.25596,0.39981,1.28742,1.54603,2.77106,1.50006,2.76688,1.37312,2.1865,0.90114,0.43354,1.98851,3.00446,0.39706,0.5929,0.9059,1.80055,0.91207,0.24663,0.81316,0.26757,1.10445,1.66379,0.67677,0.38981,0.3509,0.54902,0.32848,0.76082,0.5937,0.16144,0.12071,0.45214,0.38,0.50801,0.39842,0.27825,0.14315,0.23497,0.27049,0.04072,0.14533,0.04905,0.18746,0.12693
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2830,275.35791,174.810303,9.14815,29.57913,16.3836,25.666189,8.81794,8.36011,6.69852,4.38766,0.8802,3.57404,2.93174,2.01517,2.96348,5.866,2.11231,2.87511,2.41108,3.69102,1.97301,1.44587,0.66866,3.22946,0.69536,1.49407,1.2089,1.54493,0.30563,2.85467,0.76518,0.81968,1.09546,1.25708,0.24468,0.60463,0.55703,0.69657,0.30272,1.13915,0.20877,0.65807,0.19097,0.55109,0.21283,0.32016,0.50587,0.13209,0.23423,0.45446,0.498,0.3506,0.19377,0.61125,0.21002,0.19471,0.30667,0.30201,0.16484,0.25142
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2834,326.536713,217.629105,29.88307,20.065029,24.39835,61.942009,12.294,14.05594,12.39788,18.1304,2.49719,9.41362,0.71719,7.4512,1.45132,9.57958,3.58543,5.41037,2.29569,3.81057,1.4691,6.74053,3.83843,4.45027,0.37972,2.89431,2.43629,2.24024,1.90072,2.88502,0.76897,1.82696,1.03465,0.77386,0.59962,1.21858,1.3565,0.24484,0.50712,0.7752,0.96195,1.13862,0.95005,0.60233,0.42536,0.89165,0.85389,0.80581,0.13837,0.35179,0.20523,0.3525,0.85714,0.12455,0.24188,0.17197,0.38143,0.25202,0.06854,0.58028
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2838,317.026215,227.020599,19.53583,32.934971,17.71542,56.676479,9.35887,10.70955,8.36741,18.629629,5.25687,4.24635,3.44584,5.24358,1.82659,9.36663,2.47907,1.13725,2.2294,2.41886,0.95755,4.41965,4.1133,5.71882,1.01877,2.43374,1.06659,2.93606,3.00763,2.21568,1.80893,0.39608,0.91875,1.30262,0.61073,0.37455,0.4394,1.85549,0.61866,1.07229,1.21268,1.48194,0.76573,0.85858,1.04399,0.13524,0.42773,0.6727,0.5113,0.22039,0.36456,0.58963,0.46066,0.32293,0.70402,0.39957,0.52572,0.19872,0.38034,0.02692
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2842,361.545502,179.882797,17.910391,41.86824,26.88411,52.58065,4.76937,19.1,5.62613,11.00182,6.23421,13.45801,7.92512,8.03032,4.50773,6.16248,2.81867,6.06643,1.56878,3.37194,0.58812,2.68545,3.38422,4.37284,0.58794,2.18456,1.15611,2.37968,1.35363,3.41129,1.60893,2.02783,1.25433,0.8758,1.20847,2.05282,0.30958,1.04358,1.46976,0.44101,0.84886,0.19495,0.96304,0.80038,0.67932,1.50409,0.71953,0.46139,0.18982,0.2794,0.71927,0.46269,0.64862,0.2088,0.21875,0.56383,0.20675,0.53274,0.04832,0.40736
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2846,302.275085,186.072907,19.481039,24.794519,19.692869,48.124569,11.01903,8.77303,4.82581,17.838881,2.92039,6.42774,1.10516,3.35604,2.32735,8.84517,2.93405,3.30232,1.25363,5.27868,1.3853,3.87127,1.99512,3.88436,1.22153,3.01792,1.84077,0.45393,0.81229,2.23834,0.55626,0.91583,0.60219,0.04941,0.63616,0.36499,0.88639,0.97032,0.33913,0.16967,0.39733,0.4059,0.64524,0.70088,0.57892,1.0726,0.13119,0.45699,0.33551,0.64838,0.2571,0.3117,0.07716,0.03269,0.51309,0.19972,0.14775,0.37884,0.21398,0.28032
"Extant","Alcelaphini","Alcelaphini",,,2,"UM3","max",2850,302.382385,173.110992,11.73623,17.84771,22.87722,42.948101,6.21808,16.317341,6.25834,15.74984,1.29584,5.56007,1.34217,7.47088,1.43147,7.31407,2.29842,4.63204,2.04586,3.27659,1.37256,5.92101,2.95666,3.78284,1.17882,1.25801,1.7434,2.15846,1.08711,1.49675,1.23316,0.18502,1.95249,0.64389,0.92867,0.88145,1.23707,0.58999,0.5461,0.57379,0.61003,0.85072,0.52845,0.51561,0.2888,0.78748,0.26639,0.36515,0.2617,0.2682,0.16184,0.42095,0.41832,0.12603,0.14102,0.41966,0.178,0.34573,0.28196,0.05653
