,"Tribe",,,,"Species","Tooth type","Max/mand","Index","Amplitudes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extant","Alcelaphini",,,,1,"LM3","mand",3057,289.402008,97.762413,6.74773,9.35987,31.560221,26.39452,4.54573,12.11341,6.47905,9.75396,4.97531,10.87255,5.46348,9.54876,2.16183,2.45006,2.00727,1.54446,1.17927,0.93522,0.95366,2.08039,0.88407,4.60796,0.31294,0.97633,0.53009,0.36577,1.12457,1.11491,0.86448,1.35942,0.35943,1.22545,0.47234,1.91792,0.32519,0.42524,0.25991,0.94074,0.21443,0.5222,0.22941,0.2344,0.18173,1.24011,0.17262,0.22074,0.05695,0.45592,0.19894,0.1796,0.12918,0.4341,0.16105,0.4389,0.16904,0.65532,0.04518,0.23295
"Extant","Alcelaphini",,,,1,"LM3","mand",3062,297.61261,90.091011,5.4295,10.64685,31.701559,29.114281,3.20012,9.50487,1.64703,13.37959,7.13945,7.28492,6.04439,12.39438,2.93356,6.40055,2.03951,3.58106,2.2556,4.89099,2.06153,5.76079,1.281,1.91139,0.16074,1.19283,1.40785,2.514,0.37602,0.95358,0.88021,2.75988,1.04714,1.14418,0.52607,2.18836,0.55044,0.88936,0.39831,0.28509,0.28501,1.07466,0.29922,1.02591,0.65173,0.31964,0.30073,0.80561,0.4985,0.83466,0.23172,0.44794,0.24725,0.78223,0.4094,0.11732,0.10259,0.456,0.06807,0.5574
"Extant","Alcelaphini",,,,1,"LM3","mand",3075,269.572601,101.821404,14.06221,4.25487,33.648541,32.133041,6.54112,23.626341,4.74859,13.22587,7.35482,17.352751,4.21242,7.2037,3.03698,2.11666,2.19498,5.48758,1.77064,3.94111,2.29345,2.21425,1.29398,3.43342,1.00165,2.65033,0.38642,1.81087,0.68499,1.58352,0.56853,0.75479,0.91846,0.75826,0.61123,0.86007,0.05861,0.27022,0.50152,1.55701,0.2131,0.38551,0.16866,1.26879,0.27056,0.52887,0.18085,0.7318,0.17497,0.47595,0.11903,0.54488,0.13617,0.50358,0.15093,0.80833,0.17724,0.3139,0.06864,0.4801
"Extant","Alcelaphini",,,,1,"LM3","mand",3078,315.444397,103.125198,19.24902,10.5298,37.25359,28.197479,7.38855,24.07164,7.93193,14.88441,9.72021,23.824921,2.80238,4.20031,1.58428,4.39679,1.05682,6.03661,1.66368,1.15918,1.13003,2.93113,0.28584,2.35898,0.94439,3.57302,0.85054,3.05068,0.20362,0.29687,0.31541,2.88836,0.81064,0.65764,0.58517,0.35664,0.42052,1.03093,0.22993,1.16874,0.18552,1.9621,0.17885,0.64873,0.09693,1.09199,0.26497,0.18297,0.17241,0.7978,0.21397,0.10127,0.22605,0.579,0.21844,0.94397,0.17826,0.36809,0.13789,0.09076
"Extant","Alcelaphini",,,,1,"LM3","mand",3081,351.9888,128.494202,32.296639,13.97313,38.337078,34.186199,13.94271,34.129978,12.24961,15.19301,8.86215,25.526051,4.80316,8.2581,4.85496,3.09008,2.34564,7.89521,3.7371,0.70255,2.97698,2.07967,0.97392,4.70227,2.08327,3.35684,0.77139,4.00056,0.4372,0.92399,1.49254,1.82712,1.3546,0.47719,1.17327,1.98642,0.98938,0.9834,0.60361,1.84253,1.02478,1.33418,0.2987,0.80174,0.14327,0.71029,0.29606,0.83968,0.20254,1.01212,0.18716,0.35011,0.2423,0.28358,0.23069,0.32797,0.28925,1.20528,0.12009,0.04241
"Extant","Alcelaphini",,,,1,"LM3","mand",3084,269.277008,74.228302,9.08224,9.02803,26.068489,24.47727,2.93716,10.25269,4.49994,10.202231,4.39778,3.83261,4.50031,10.94679,2.72312,1.70759,2.08944,4.14337,1.32169,2.30777,1.42002,4.22448,0.42379,1.93486,0.61548,1.91061,0.18149,0.47129,0.25739,1.33423,0.32072,0.94171,0.38126,1.80173,0.53467,1.24289,0.21484,0.47396,0.40916,0.69237,0.19146,0.81454,0.29064,1.12751,0.20372,0.60632,0.02925,0.26284,0.18493,0.15403,0.11823,0.36148,0.07069,0.31011,0.2194,0.76083,0.02894,0.38744,0.11247,0.09376
"Extant","Alcelaphini",,,,1,"LM3","mand",3097,277.052795,98.242241,14.66325,2.17277,33.25856,31.85306,7.17666,19.319269,2.84728,15.17278,5.55575,8.89527,4.4198,12.90033,3.71511,5.44442,1.44501,4.07365,0.15461,4.77816,1.7643,3.37986,0.8746,2.82233,0.69433,1.689,0.27924,1.53286,0.16131,1.75666,0.50723,1.04191,0.5944,1.29288,0.15759,1.25528,0.26157,1.04177,0.09343,0.28205,0.3939,1.03796,0.29198,0.25726,0.45895,0.94022,0.35871,0.41256,0.16824,0.81356,0.18589,0.23723,0.26597,0.29236,0.29929,0.46742,0.18407,0.58748,0.12439,0.16517
"Extant","Alcelaphini",,,,1,"LM3","mand",3102,274.091187,99.504723,13.89413,5.02528,27.568461,28.47526,6.78807,25.53952,6.72248,12.77902,8.50685,22.00845,4.56806,8.30073,3.54188,1.78503,0.26683,7.21623,2.10673,0.74584,1.76265,3.54576,0.78919,3.40056,1.36723,3.23702,0.92133,1.08492,0.6135,0.91639,0.75795,2.02283,0.70772,0.88449,0.49338,1.64467,0.85998,1.15726,0.3621,0.8243,0.13558,1.04271,0.4164,1.12311,0.2236,0.35077,0.49726,0.90517,0.17454,0.26896,0.26748,0.41921,0.07349,0.61565,0.27,0.73546,0.10819,0.24855,0.28338,0.31602
"Extant","Alcelaphini",,,,1,"LM3","mand",3106,287.569794,103.644302,17.372789,5.11769,31.585329,34.398392,8.85081,18.01235,6.02939,17.62392,7.50346,13.11927,3.58842,11.48219,1.34421,5.16871,1.82638,4.60826,0.54264,2.45819,1.32776,3.1228,0.19023,3.01953,0.52974,3.12153,0.22639,0.87933,0.59331,1.81813,0.18088,0.47384,0.54923,0.19063,0.33326,1.54403,0.28764,1.79833,0.32805,0.37561,0.55803,0.46171,0.23486,0.68662,0.30237,0.2933,0.13883,1.23146,0.23977,0.65918,0.28233,0.63658,0.30137,0.36928,0.21344,0.30136,0.09795,0.06032,0.17054,0.84507
"Extant","Alcelaphini",,,,1,"LM3","mand",3110,270.811798,80.847839,6.91557,12.49203,33.272831,27.78442,4.58765,9.99527,2.51685,14.58854,3.97638,1.03719,6.59411,8.31263,2.51581,1.91629,1.82254,2.66491,2.69872,3.29222,1.92893,7.44562,0.83083,1.16071,0.53975,1.02271,0.77672,1.68268,0.88405,1.37822,0.37766,0.91392,0.24153,1.36184,0.43866,0.33392,0.11558,0.43426,0.40163,1.04324,0.13036,0.96596,0.13422,0.75999,0.06717,0.11375,0.15994,0.16936,0.19018,0.43508,0.19571,0.76437,0.15368,0.21756,0.074,0.30708,0.01555,0.26552,0.13315,0.37915
"Extant","Alcelaphini",,,,1,"LM3","mand",4092,294.693695,95.71344,5.77978,13.11155,27.04423,21.64982,8.50476,21.95256,7.58187,4.17461,7.00469,22.330681,4.55673,8.99842,2.05276,3.29161,2.84111,8.55816,1.12444,3.8005,1.32278,2.43301,1.01021,4.73219,0.88633,2.87799,1.47427,0.73175,0.88997,2.05574,0.75413,0.98093,1.83115,1.37232,0.7043,0.83552,1.05218,1.66927,0.74904,0.86687,0.58557,1.00237,0.38094,0.29395,0.34068,0.49298,0.12185,0.94756,0.21849,0.47216,0.23206,0.42969,0.17479,0.52728,0.12153,0.33309,0.42548,0.49345,0.15088,0.36063
"Extant","Alcelaphini",,,,1,"LM3","mand",4097,309.178803,110.782097,12.71539,13.46864,35.552818,31.42758,7.84727,24.70158,8.2399,13.23739,8.84469,23.9415,3.46349,12.39953,1.84679,4.58418,1.19088,7.38373,2.25839,1.01509,1.91603,2.16624,2.01192,4.12846,1.1165,1.97939,0.69991,1.8961,0.72055,1.13019,0.49718,1.51025,1.00022,0.8011,0.80614,1.49487,0.66169,0.82925,0.65161,2.0252,0.1797,0.64781,0.13924,0.63158,0.33929,0.64683,0.32556,0.50053,0.17435,0.42371,0.14488,0.73548,0.11831,0.65215,0.17303,0.19276,0.44148,0.30789,0.21867,0.29
"Extant","Alcelaphini",,,,1,"LM3","mand",4101,281.224487,95.034683,12.73882,9.38551,32.98085,24.21406,3.03889,23.447781,8.61348,9.6178,9.18399,20.15667,5.32634,8.6832,2.62237,3.34903,2.47444,6.77345,1.98466,0.88876,0.91343,1.28346,0.78166,4.34615,0.52284,2.19308,0.70625,1.66679,0.74608,2.11093,0.61504,2.07135,0.53065,1.11355,0.54169,1.7361,0.27092,0.17276,0.10044,1.55106,0.08505,0.63968,0.17531,0.72665,0.37852,0.504,0.25771,0.50785,0.30224,0.56645,0.16795,0.22088,0.2038,0.8274,0.13884,0.13105,0.1564,0.33824,0.16887,0.32637
"Extant","Alcelaphini",,,,1,"LM3","mand",4105,276.887299,84.568382,14.2928,10.81176,25.59152,23.37859,1.35273,11.83492,2.32258,14.36105,5.02448,2.33241,5.53761,11.45851,3.90361,2.96677,2.78531,5.08657,1.87295,2.89213,1.44788,7.18697,0.68191,0.79381,0.35586,0.29974,0.57696,1.19737,0.07465,1.13905,0.40083,1.56982,0.4461,2.00246,0.57842,1.36112,0.33504,0.79692,0.33938,0.67251,0.43789,1.07881,0.10794,1.14256,0.03467,0.43546,0.1681,0.86079,0.17408,0.32904,0.21368,0.45526,0.21345,0.55361,0.01262,0.31797,0.1167,0.47681,0.08945,0.31507
"Extant","Alcelaphini",,,,1,"LM3","mand",4109,257.846802,84.665871,2.43318,12.5694,30.41201,26.07613,1.59927,9.20593,1.34433,14.87769,3.89882,1.57251,6.06254,8.321981,2.39367,1.76527,1.91091,2.47106,3.16794,0.77714,2.08367,6.8572,1.43529,0.50614,0.54452,0.44991,1.33237,2.24679,0.59778,1.89707,0.24266,0.63731,0.56374,1.45951,0.42352,1.10354,0.21109,0.83693,0.22706,1.08921,0.35393,1.54703,0.42031,0.8513,0.22616,0.10947,0.13675,0.22886,0.36066,0.23719,0.19773,0.67851,0.07187,0.66569,0.13697,0.50652,0.2143,0.32927,0.02928,0.5958
"Extant","Alcelaphini",,,,1,"LM3","mand",4113,276.696594,85.301651,9.88445,13.37927,28.716089,21.36479,0.9747,14.16831,2.55743,13.17368,4.07894,1.94436,5.78133,9.70091,3.37993,1.05273,2.13356,2.75329,2.25357,1.72295,1.75103,7.12103,1.15977,2.74872,0.29838,0.83414,0.54138,1.59797,0.42159,1.47511,0.52268,0.78581,0.54435,2.07736,0.66992,0.48139,0.1698,0.75703,0.44611,0.26713,0.19965,1.56316,0.3548,0.32742,0.26734,0.5731,0.06974,0.23297,0.10269,0.36313,0.2142,0.26256,0.08987,0.88009,0.21815,0.07371,0.116,0.09372,0.18748,0.14986
"Extant","Alcelaphini",,,,1,"LM3","mand",4117,277.35669,101.509102,17.733971,7.70055,30.07439,21.910271,5.83556,22.41371,7.54916,13.84969,8.83372,15.85326,6.31091,10.83459,2.65962,3.02042,1.73707,7.9673,1.36641,2.31068,1.39128,0.63465,0.18635,4.27782,0.85065,2.77294,1.0393,0.5929,0.27476,2.43572,0.65461,0.82277,0.48858,0.23672,0.87808,1.24119,0.13923,1.32671,0.35321,1.56713,0.19122,1.13532,0.06993,0.34912,0.29204,0.61332,0.13419,0.81888,0.21921,0.2494,0.21341,0.57709,0.29892,0.56821,0.2267,0.18104,0.21114,0.17683,0.29887,0.69242
"Extant","Alcelaphini",,,,1,"LM3","mand",4121,291.47699,98.934639,19.625549,15.05416,30.768259,20.05257,5.68192,24.1518,13.02122,18.59264,10.59709,21.444599,4.72783,0.47627,2.50294,2.73075,0.61656,4.63558,0.95568,5.65015,1.45992,3.8596,1.77432,1.62305,0.77572,2.52507,1.55838,1.93836,1.85304,2.21599,0.98543,3.12387,0.94843,1.20884,1.09307,0.77502,0.22855,1.16689,1.10488,0.63106,0.39127,1.13543,0.17519,1.07933,0.62676,1.29216,0.21906,0.11457,0.45467,0.92036,0.15715,0.60341,0.34681,0.25713,0.21183,0.44038,0.05121,0.42331,0.3348,0.7558
"Extant","Alcelaphini",,,,1,"LM3","mand",4125,298.396088,102.626,23.40427,4.28239,33.92654,34.276291,6.01358,23.58621,7.05371,14.52854,7.16659,10.25908,4.69728,9.35047,2.75194,5.23811,1.11522,5.65038,1.91822,4.24146,0.77736,1.32595,0.3622,3.35785,0.81022,1.86197,0.4485,1.00388,0.15635,1.81002,0.50477,0.36751,0.78159,0.66792,0.45403,1.07711,0.63311,1.9811,0.15664,0.29302,0.3366,0.82971,0.25224,0.85967,0.22194,0.59475,0.20892,0.05419,0.31374,0.87694,0.06049,0.55989,0.23712,0.36196,0.35318,0.3814,0.32568,0.18355,0.20664,0.38357
"Extant","Alcelaphini",,,,1,"LM3","mand",4129,250.858994,78.70755,9.89874,7.95121,23.91514,24.951851,0.96944,11.90101,1.65261,13.1108,3.67909,1.63812,5.28519,9.1018,3.27502,1.78393,2.58906,3.78085,2.30139,2.72402,1.61641,6.3916,0.84766,1.98175,0.43557,0.39059,0.2191,1.38234,0.12801,0.30664,0.04646,0.89494,0.6421,2.24737,0.38285,0.17093,0.38355,0.52485,0.55001,0.34373,0.2389,1.33988,0.55374,0.64627,0.08033,0.45365,0.38965,0.22158,0.10476,0.40261,0.14387,0.47571,0.14869,0.53826,0.19137,0.04712,0.1639,0.01504,0.10885,0.15015
"Extant","Alcelaphini",,,,1,"LM3","mand",4133,308.672089,109.4832,23.387859,8.45728,31.3808,27.77359,6.71388,28.6835,9.08398,15.33354,10.35511,20.5163,6.29612,10.44205,3.34053,3.80358,1.43787,9.66145,2.49223,2.15592,0.87829,2.28338,0.66629,3.35652,1.13512,4.15877,0.81918,0.42911,0.43673,2.22695,0.59586,2.20833,1.11416,1.66688,0.19203,1.14842,0.75855,2.12945,0.32949,1.16139,0.29407,0.67003,0.21601,1.69792,0.14617,0.86106,0.14805,0.88257,0.4382,0.14551,0.43739,0.54578,0.3239,0.44408,0.18135,0.58768,0.10182,0.33183,0.34512,0.3902
"Extant","Alcelaphini",,,,2,"LM3","mand",2869,331.341705,117.073898,25.978581,14.65708,35.182121,31.977209,8.73663,23.16585,10.620771,24.539471,8.33711,12.93646,4.51372,16.861071,4.64982,5.96209,2.23068,6.20923,1.96592,2.9924,2.80753,4.0865,1.66898,3.83325,0.96736,3.27035,0.43465,0.95519,0.83825,2.67236,0.67007,0.30945,0.83436,0.44832,0.70244,0.75703,0.95326,2.06732,0.28859,0.80879,0.85285,1.17686,0.19069,0.40092,0.38764,1.03353,0.48095,0.74855,0.32645,0.67665,0.17118,0.84204,0.23566,0.15545,0.10105,0.37273,0.19378,0.13071,0.13946,0.76221
"Extant","Alcelaphini",,,,2,"LM3","mand",2873,394.396515,136.962708,19.0229,17.880301,42.254292,40.84676,7.63303,32.08054,12.73766,9.7023,10.73574,28.499201,2.72011,9.47041,4.26776,3.48591,1.83223,7.6442,2.70669,2.47268,1.20021,3.13685,1.97948,4.79386,1.94141,1.54237,1.26989,1.56696,0.52812,0.9847,1.19389,2.15945,2.31899,0.62771,0.74091,1.73001,0.75107,0.74123,0.51986,0.69343,0.43471,1.32062,0.772,1.21131,0.62158,0.24599,0.22132,0.70463,0.5135,0.67252,0.10847,0.06766,0.29324,0.60183,0.25575,0.55872,0.39164,0.25849,0.00443,0.35896
"Extant","Alcelaphini",,,,2,"LM3","mand",2877,331.245209,110.7314,27.5676,2.17321,34.653488,40.670448,5.58041,18.20006,4.22774,18.563561,5.47587,3.15086,2.62005,14.73433,3.45277,2.2003,1.90039,5.0044,0.71002,0.90485,2.04627,6.13767,1.41121,1.56412,1.03425,1.8099,0.74561,0.69822,0.95729,1.24234,0.70141,0.59698,0.98859,1.22291,0.35914,1.40011,1.11438,0.93876,0.25087,0.06088,0.74192,1.40635,0.25943,0.21501,0.39172,0.3752,0.31156,0.46029,0.09366,0.28698,0.2916,0.26465,0.0249,0.04254,0.17559,0.46743,0.06037,0.43902,0.17926,0.26475
"Extant","Alcelaphini",,,,2,"LM3","mand",2883,372.942505,124.613297,19.2069,11.874991,38.988049,45.670239,6.45254,31.482321,11.11951,7.62204,7.27787,27.009899,3.68676,8.38775,4.28651,2.55957,1.79175,6.09007,4.71393,1.68848,4.05107,1.75075,1.47371,4.77589,1.07267,1.52429,0.99286,2.38728,0.61532,1.03512,0.38862,2.58275,1.61078,0.59934,1.34159,2.09447,0.94056,0.40984,0.34464,1.12345,0.28014,0.81675,0.46365,1.05788,0.48414,1.16805,0.20945,0.93712,0.13831,0.45056,0.63822,0.43368,0.19269,0.45925,0.27437,0.12662,0.35135,0.80731,0.22474,0.28129
"Extant","Alcelaphini",,,,2,"LM3","mand",2887,337.933899,126.3909,40.37878,33.52977,38.179371,30.247589,13.44904,37.146801,13.49129,18.688129,8.74856,27.56155,4.48186,10.69165,5.881,2.50931,1.2083,9.75418,3.65769,2.97476,2.58895,1.52821,1.30357,3.98873,2.55627,3.59068,1.12836,1.54421,0.99765,2.09179,1.42468,2.0209,1.35832,0.74923,0.99347,2.27036,0.29321,1.41976,0.88511,1.15141,0.27718,0.63473,0.52419,1.31424,0.46495,0.62802,0.19977,1.3617,0.19431,0.8097,0.20375,0.3527,0.36171,0.53918,0.30719,0.70115,0.3606,0.55032,0.16202,0.17916
"Extant","Alcelaphini",,,,2,"LM3","mand",2890,325.556213,108.998596,19.50333,4.38355,36.181641,36.987671,3.9185,15.53002,5.29354,23.266529,6.07887,5.66724,6.01632,16.23037,1.64981,5.57927,2.13537,6.00455,0.45493,2.72329,2.46623,7.52941,0.72682,3.84511,0.68894,1.88973,1.44793,2.01067,0.28892,0.75513,0.61691,1.12418,0.74574,0.97848,0.98672,1.19245,0.58856,0.15962,0.85663,0.361,0.70434,0.25255,0.49621,0.59495,0.76733,0.12568,0.28478,0.36822,0.7468,0.27835,0.23911,0.15918,0.33583,0.38524,0.40424,0.36641,0.37737,0.18375,0.31552,0.39419
"Extant","Alcelaphini",,,,2,"LM3","mand",2894,324.22171,82.395561,13.84764,12.39324,34.64352,29.852909,6.65957,13.77649,7.08442,15.70963,6.04322,12.18277,3.73798,9.00344,3.15104,4.45024,1.81744,6.62969,2.12175,3.80825,1.94173,4.59818,1.17739,3.49153,1.13764,1.76819,0.37439,0.29716,1.12373,1.71375,0.19126,1.88873,0.82442,0.57719,0.51949,1.84045,0.15124,1.30112,0.43075,1.34377,0.87155,0.29684,0.06884,0.78059,0.11441,1.29242,0.05714,0.47491,0.07591,0.80498,0.3424,0.8609,0.02986,0.13497,0.30514,0.15296,0.12977,0.32834,0.1885,0.18315
"Extant","Alcelaphini",,,,2,"LM3","mand",2897,333.386688,121.277802,38.531071,42.094399,28.9261,25.8878,18.39423,41.643211,12.17421,21.68911,3.70812,23.936991,3.24357,8.556871,4.37376,1.74443,1.06786,8.06238,4.10305,1.80767,4.21975,1.51751,2.14299,2.48877,1.03521,2.98863,2.57459,1.16539,0.56973,0.80221,1.19962,2.12211,1.35703,1.02122,1.05506,1.34149,0.94454,1.35763,0.6239,1.45313,0.49004,0.29437,0.96724,0.37715,0.61731,0.18834,0.3607,1.06192,0.33739,0.78814,0.14852,0.53962,0.35864,0.44745,0.53071,0.52226,0.16983,0.68732,0.30239,0.2463
"Extant","Alcelaphini",,,,2,"LM3","mand",2902,332.789887,110.2062,21.849739,6.66368,33.217709,36.552929,5.56145,14.18371,6.3842,13.48387,4.57494,13.81468,1.76774,14.13796,2.69572,4.79529,0.68159,5.43726,1.57264,1.25591,1.63601,1.50906,0.38229,4.90773,1.51357,2.51852,0.61277,1.29782,0.97733,1.52582,0.27931,0.22148,0.5065,0.93806,0.45566,1.32642,0.30284,1.60154,0.8883,0.86463,0.07159,0.15485,0.7898,0.88086,0.27552,0.35545,0.49599,0.04153,0.32565,0.53259,0.1986,0.45878,0.3247,0.1895,0.19262,0.59971,0.2201,0.15989,0.15755,0.07371
"Extant","Alcelaphini",,,,2,"LM3","mand",2906,341.312286,108.091499,27.152031,8.91734,37.746861,43.136559,8.75423,6.2746,8.76159,21.583561,5.92746,12.01418,1.99334,14.93385,2.65958,6.80985,1.04584,5.35419,2.53628,3.204,4.98273,1.27126,0.141,5.49716,1.38894,0.75736,1.55742,2.73375,0.78736,1.14566,0.36077,0.81005,0.66598,1.58985,0.79866,1.02832,0.77931,2.48902,0.42717,0.41813,0.39838,0.50964,0.19498,0.37331,0.32962,0.54728,0.46726,1.16007,0.46051,0.54685,0.49556,0.5767,0.22681,0.17595,0.34385,0.55594,0.11799,0.2368,0.27122,0.37865
"Extant","Alcelaphini",,,,2,"LM3","mand",2910,343.418915,119.064697,26.164221,6.0219,36.292851,42.742039,4.7957,16.170281,6.02262,17.379271,5.60824,7.92115,2.65659,16.94244,3.72047,3.5821,0.6627,5.54039,0.3498,2.63444,2.46147,4.36109,1.01008,2.32175,0.77822,3.62574,0.58798,1.13135,1.29757,1.49653,0.28728,1.90547,0.44372,0.67408,0.07227,1.02254,1.00568,0.70419,0.19668,0.17705,0.2684,0.84255,0.56761,0.42002,0.13903,0.30972,0.28457,0.56388,0.32143,0.20784,0.13972,0.38307,0.2578,0.27887,0.06889,0.47073,0.0562,0.30706,0.20384,0.17669
